TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Three O'Clock Ridge,Olympic Peninsula,0.5,one-way,,,3.75,4,47.9722102,-123.1276105,9/22/20,1,https://www.wta.org/go-hiking/hikes/three-oclock-ridge
Three Peaks and Mosquito Lake,South Cascades,10,roundtrip,1700,4900,2.75,4,46.62668333,-121.5892333,7/31/18,14,https://www.wta.org/go-hiking/hikes/three-peaks
Three Prong Creek,North Cascades,,,,,4.25,4,,,,0,https://www.wta.org/go-hiking/hikes/three-prong-creek
Threeway Peak,Mount Rainier Area,,,,,0,0,,,7/29/17,2,https://www.wta.org/go-hiking/hikes/threeway-peak
Thunder Basin,North Cascades,,,,,0,0,,,8/9/20,3,https://www.wta.org/go-hiking/hikes/thunder-basin
Thunder Creek,South Cascades,,,,,4,4,,,8/3/18,2,https://www.wta.org/go-hiking/hikes/thunder-creek-2
Thunder Creek,North Cascades,12,roundtrip,1300,1900,3.6,20,48.68551667,-121.0925,1/28/21,209,https://www.wta.org/go-hiking/hikes/thunder-creek-1
Thunder Creek,Eastern Washington,5.1,one-way,2000,,3.17,6,48.91676048,-117.0621157,9/1/20,8,https://www.wta.org/go-hiking/hikes/thunder-creek
Thunder Knob,North Cascades,3.6,roundtrip,635,1875,3.68,28,48.6905,-121.0979667,3/27/21,194,https://www.wta.org/go-hiking/hikes/thunder-knob
Thunder Mountain Lakes,Central Cascades,14.5,roundtrip,3000,6500,3.36,11,47.710315,-121.152417,9/15/20,42,https://www.wta.org/go-hiking/hikes/thunder-mountain-lakes
Thunder Woods Nature Trail,North Cascades,1.2,roundtrip,305,1620,3,1,48.68521868,-121.0929383,1/6/19,3,https://www.wta.org/go-hiking/hikes/thunder-woods-nature-trail
Tibbett's Marsh,Issaquah Alps,,,,,2.2,5,,,2/24/21,62,https://www.wta.org/go-hiking/hikes/tibbetts-marsh
Tieton Glacier,South Cascades,,,,,3,1,,,8/24/10,1,https://www.wta.org/go-hiking/hikes/tieton-glacier
Tieton Meadows,South Cascades,9.8,roundtrip,2900,3600,3.4,5,46.5767808,-121.3584362,2/6/21,10,https://www.wta.org/go-hiking/hikes/tieton-meadows
Tieton Peak Trail,South Cascades,,,,,1,1,,,8/24/10,2,https://www.wta.org/go-hiking/hikes/tieton-peaks-1131
Tieton Pond Snowshoe,Central Washington,4.5,roundtrip,,,5,1,46.72667003,-120.8113879,2/20/21,5,https://www.wta.org/go-hiking/hikes/tieton-pond
Tieton River Meadows Snowshoe,South Cascades,10,roundtrip,350,3500,4,2,46.62253279,-121.300993,3/26/21,8,https://www.wta.org/go-hiking/hikes/tieton-river-meadows-snowshoe
Tieton River Nature Trail,Central Washington,6.75,roundtrip,300,1900,3.6,10,46.7192147,-120.8344,3/23/21,91,https://www.wta.org/go-hiking/hikes/tieton-river-nature-trail
Tiffany Lake,North Cascades,3,roundtrip,200,6750,2,5,48.7,-119.9531667,9/6/20,14,https://www.wta.org/go-hiking/hikes/tiffany-lake
Tiffany Mountain via Freezeout Ridge,North Cascades,4.2,roundtrip,1685,8245,4.17,12,48.663,-119.964833,9/29/20,77,https://www.wta.org/go-hiking/hikes/tiffany-mountain
Tiger Mountain Road,Issaquah Alps,,,,,3.6,5,47.4659144,-121.9288877,1/17/21,44,https://www.wta.org/go-hiking/hikes/tiger-mountain-road
Tiger Mountain Trail,Issaquah Alps,15.2,one-way,2360,2500,3.8,10,47.44255,-121.9776,3/21/21,321,https://www.wta.org/go-hiking/hikes/tiger-mountain-trail
Tiger Mountain Trail North,Issaquah Alps,15.5,roundtrip,2400,2500,2.75,8,47.52965,-121.9957,1/22/21,89,https://www.wta.org/go-hiking/hikes/tiger-mountain-trail-north
Tiger Mountain Trail South,Issaquah Alps,3.5,roundtrip,520,1100,3,9,47.44255,-121.9776,3/14/21,103,https://www.wta.org/go-hiking/hikes/tiger-mountain-trail-south
Timberlake Park,Issaquah Alps,1,roundtrip,,,0,0,47.56415342,-122.0959032,10/19/18,1,https://www.wta.org/go-hiking/hikes/timberlake-park
Timothy Lake Loop,Southwest Washington,,,,,0,0,,,8/5/14,1,https://www.wta.org/go-hiking/hikes/timothy-lake-loop
Tin Can Gap,North Cascades,12,roundtrip,2800,5800,3.86,7,48.19373333,-121.7716,10/3/20,22,https://www.wta.org/go-hiking/hikes/tin-can-gap
Tin Cup Joe Falls,Snoqualmie Region,,,,,4.75,4,47.51728765,-121.4541578,12/30/20,22,https://www.wta.org/go-hiking/hikes/tin-cup-joe-falls
Tinkham Discovery,Snoqualmie Region,,,,,3.5,4,,,8/22/20,15,https://www.wta.org/go-hiking/hikes/tinkham-discovery
Tiptop,Central Cascades,,,,4760,0,0,47.44033,-120.60873,3/7/21,2,https://www.wta.org/go-hiking/hikes/tiptop
Tired Creek,Snoqualmie Region,,,,,3.5,4,47.4574699,-121.0705443,11/6/20,51,https://www.wta.org/go-hiking/hikes/tired-creek
Titlow Park,Puget Sound and Islands,2,trails,,,3,1,47.247787,-122.549911,7/11/20,4,https://www.wta.org/go-hiking/hikes/titlow-park
To Know a Tree,North Cascades,1,roundtrip,,480,0,0,48.67106222,-121.2608564,5/6/18,1,https://www.wta.org/go-hiking/hikes/to-know-a-tree
Tolmie Peak Lookout - Eunice Lake,Mount Rainier Area,7.5,roundtrip,1100,5900,4.53,87,46.93789814,-121.8674755,10/22/20,698,https://www.wta.org/go-hiking/hikes/tolmie-peak
Tolmie State Park - Four Cedars Trail,Puget Sound and Islands,1.98,roundtrip,200,225,4,6,47.1204398,-122.777048,3/27/21,66,https://www.wta.org/go-hiking/hikes/4-cedars-trail
Tolt Pipeline Trail,Puget Sound and Islands,12,one-way,1060,535,2.67,3,47.74607634,-122.2021937,2/15/21,43,https://www.wta.org/go-hiking/hikes/tolt-pipeline-trail
Tolt-MacDonald Park,Puget Sound and Islands,12,roundtrip,400,500,3.57,7,47.6441773,-121.9268831,1/23/21,63,https://www.wta.org/go-hiking/hikes/tolt-mcdonald-park
Tom Dick &amp; Harry Lakes,Central Cascades,,,,,4,2,47.83758797,-121.5050125,4/26/19,5,https://www.wta.org/go-hiking/hikes/bitter-creek-logging-road
Tomlike Mountain,Southwest Washington,6,roundtrip,1300,4555,0,0,45.577567,-121.792517,1/13/18,3,https://www.wta.org/go-hiking/hikes/tomlike-mountain
Tommy Thompson Trail,Puget Sound and Islands,6.6,roundtrip,,25,3.67,6,48.48023285,-122.5813293,3/27/21,24,https://www.wta.org/go-hiking/hikes/tommy-thompson-trail
Tomyhoi Lake,North Cascades,8,roundtrip,1800,5400,2.38,8,48.94353113,-121.6625118,8/17/20,24,https://www.wta.org/go-hiking/hikes/tomyhoi-lake
Tomyhoi Peak,North Cascades,6.5,roundtrip,2000,,3.88,8,48.9435875,-121.661911,9/10/20,34,https://www.wta.org/go-hiking/hikes/tomyhoi-peak
Tonga Ridge / Mount Sawyer,Central Cascades,8,roundtrip,1200,5495,3.58,31,47.67887,-121.264833,12/12/20,402,https://www.wta.org/go-hiking/hikes/tonga-ridge
Tonga Ridge Snowshoe,Central Cascades,7,roundtrip,1400,5100,5,2,47.6550825,-121.18803,12/29/20,48,https://www.wta.org/go-hiking/hikes/tonga-ridge-snowshoe
Tongue Mountain,South Cascades,3,roundtrip,1200,4838,3.27,11,46.39653333,-121.7652833,9/27/20,31,https://www.wta.org/go-hiking/hikes/tongue-mountain
Tooth Rock,Southwest Washington,2.1,roundtrip,315,,2,1,45.63364,-121.95004,10/22/16,2,https://www.wta.org/go-hiking/hikes/toothrock
Top Lake,Central Cascades,10.4,roundtrip,1500,5200,2.5,6,47.88020372,-121.0791206,7/4/20,33,https://www.wta.org/go-hiking/hikes/top-lake
Toppenish National Wildlife Refuge,Central Washington,2,trails,,,0,0,46.30582919,-120.336256,5/8/14,1,https://www.wta.org/go-hiking/hikes/toppenish-nwr
Toutle River Sediment Retention Structure Trail,South Cascades,1.2,roundtrip,,,3,1,46.36451,-122.55916,3/12/21,3,https://www.wta.org/go-hiking/hikes/tootle-river-sediment-retention-structure-trail
Toutle Trail,South Cascades,13.6,one-way,1900,4000,3,6,46.14293496,-122.3244381,10/31/20,4,https://www.wta.org/go-hiking/hikes/toutle
Toutle Trail - Blue Lake to Loowit Trail,South Cascades,4.5,roundtrip,1100,4000,3.25,4,46.16624922,-122.2623825,1/10/21,28,https://www.wta.org/go-hiking/hikes/blue-lake-south-fork-toutle
Toutle Trail - Kalama Horse Camp to Red Rock Pass,South Cascades,4.8,one-way,1300,3280,0,0,46.14294982,-122.3244327,10/31/20,5,https://www.wta.org/go-hiking/hikes/toutle-trail-kalama-horse-camp-to-red-rock-pass
Toutle Trail - Red Rock Pass to Blue Lake Trailhead,South Cascades,3.3,one-way,280,3400,0,0,46.14361884,-122.2349221,,0,https://www.wta.org/go-hiking/hikes/toutle-trail-red-rock-pass-to-blue-lake-trailhead
Tower Mountain,North Cascades,25,roundtrip,,8444,0,0,48.58847,-120.70422,9/27/20,4,https://www.wta.org/go-hiking/hikes/tower-mountain-1
Tower Mountain,Eastern Washington,,,,,3,2,,,,0,https://www.wta.org/go-hiking/hikes/tower-mountain
Townsend Mountain,Central Cascades,,,,,5,3,,,6/26/20,13,https://www.wta.org/go-hiking/hikes/townsend-mountain
Tradition Lake Loop,Issaquah Alps,2.9,roundtrip,150,540,3.81,16,47.52965,-121.9957,1/30/21,104,https://www.wta.org/go-hiking/hikes/tradition-lakes
Traditional Knowledge Trail,Snoqualmie Region,0.3,roundtrip,,,4,1,47.51565044,-121.8445925,1/30/21,14,https://www.wta.org/go-hiking/hikes/traditional-knowledge-trail
Trail Creek,Snoqualmie Region,9.4,roundtrip,1840,4750,1.75,4,47.54306667,-121.0976,9/5/20,12,https://www.wta.org/go-hiking/hikes/trail-creek-1
Trail Lake Coulee,Central Washington,5,roundtrip,100,,2.6,5,47.53436668,-119.2865401,2/15/20,4,https://www.wta.org/go-hiking/hikes/trail-lake-coulee
Trail of Two Forests,South Cascades,0.5,roundtrip,50,1885,3.5,8,46.09931667,-122.2136333,12/27/20,18,https://www.wta.org/go-hiking/hikes/trail-of-two-forests
Trail of the Cedars,North Cascades,1,roundtrip,,,3.86,7,48.67603219,-121.2432799,10/19/20,22,https://www.wta.org/go-hiking/hikes/trail-of-the-cedars
Trail of the Shadows,Mount Rainier Area,0.7,roundtrip,20,2770,2.73,11,46.74966667,-121.81065,12/23/20,56,https://www.wta.org/go-hiking/hikes/trail-of-the-shadows
Trap Lake,Central Cascades,11,roundtrip,2700,5400,4.57,7,47.7185086,-121.1098757,11/7/20,71,https://www.wta.org/go-hiking/hikes/trap-lake
Trap Pass,Central Cascades,11.4,roundtrip,2700,5800,2.83,6,47.70931361,-121.1065596,8/15/20,47,https://www.wta.org/go-hiking/hikes/trap-pass
Trapper Creek,Southwest Washington,9,roundtrip,3000,4607,3.5,6,45.8816884,-121.9835786,7/24/20,33,https://www.wta.org/go-hiking/hikes/trapper-creek
Trapper Lake,North Cascades,5,roundtrip,,,0,0,48.44166062,-121.0115951,9/5/19,2,https://www.wta.org/go-hiking/hikes/trapper-lake
Triad Creek,North Cascades,4,one-way,2755,5807,2.5,4,48.13281372,-121.001721,7/19/18,2,https://www.wta.org/go-hiking/hikes/triad-creek
Trillium Community Forest,Puget Sound and Islands,7,trails,100,260,3,1,48.05010133,-122.5678968,10/18/20,4,https://www.wta.org/go-hiking/hikes/trillium-community-forest-land
Triple Creek Falls,North Cascades,,,,,2.75,4,48.09355572,-121.7997766,1/3/21,15,https://www.wta.org/go-hiking/hikes/triple-creek-falls
Tronsen Head,Central Cascades,,,,5980,3,3,47.43273232,-120.5982971,3/27/21,4,https://www.wta.org/go-hiking/hikes/tronsen-head-5980
Tronsen Loop Snowshoe,Central Cascades,3,roundtrip,155,1332,0,0,47.337742,-120.56656,3/27/21,7,https://www.wta.org/go-hiking/hikes/tronsen-loop-snowshoe
Tronsen Meadow,Central Cascades,3.4,roundtrip,1168,5536,2.83,6,47.32900949,-120.5531931,3/27/21,27,https://www.wta.org/go-hiking/hikes/tronson-meadow
Tronsen Ridge,Central Cascades,8,roundtrip,1000,5800,4.09,11,47.32268333,-120.5265,3/27/21,153,https://www.wta.org/go-hiking/hikes/tronsen-ridge
Troublesome Creek Nature,Central Cascades,,,,,2.67,3,47.89828333,-121.40145,10/24/17,7,https://www.wta.org/go-hiking/hikes/troublesome-creek-nature
Troublesome Mountain,Central Cascades,,,,5433,0,0,47.909534,-121.365045,8/30/16,1,https://www.wta.org/go-hiking/hikes/troublesome-mountain
Trout Creek,North Cascades,5.4,roundtrip,800,5420,2,3,48.69828333,-120.6367833,7/4/19,1,https://www.wta.org/go-hiking/hikes/trout-creek-1
Trout Creek,Central Cascades,3,roundtrip,500,1400,3.67,6,47.8757746,-121.4609644,7/18/20,30,https://www.wta.org/go-hiking/hikes/trout-creek
Trout Lake,Central Cascades,11.5,roundtrip,2000,4800,3.11,9,47.6059,-120.9170333,9/6/20,81,https://www.wta.org/go-hiking/hikes/trout-lake
Truman Trail - Pumice Plains,South Cascades,10,roundtrip,1425,4200,3.83,6,46.24995,-122.13615,8/23/20,57,https://www.wta.org/go-hiking/hikes/truman-trail-pumice-plain
Tshletshy Creek,Olympic Peninsula,,,,,2.25,4,,,7/29/05,1,https://www.wta.org/go-hiking/hikes/tshletshy-creek
Tubal Cain Mine,Olympic Peninsula,7.2,roundtrip,1600,4600,3.38,8,47.88607504,-123.0913353,12/12/20,165,https://www.wta.org/go-hiking/hikes/tull-canyon
Tubal Cain Mine to Buckhorn Lake,Olympic Peninsula,12,roundtrip,2000,5200,3.93,14,47.88621667,-123.0916167,12/12/20,249,https://www.wta.org/go-hiking/hikes/tubal-cain-mine-and-buckhorn-lake
Tubbs Hill,Eastern Washington,2.2,roundtrip,300,,0,0,47.6714759,-116.7826831,8/31/20,2,https://www.wta.org/go-hiking/hikes/tubbs-hill
Tucannon River - Rattlesnake Loop,Eastern Washington,21,roundtrip,2700,,0,0,46.18901234,-117.619354,8/29/19,4,https://www.wta.org/go-hiking/hikes/tucannon-river-rattlesnake-loop
Tucannon River Canyon,Eastern Washington,8,roundtrip,1200,3680,2.2,5,46.188583,-117.625317,8/23/19,15,https://www.wta.org/go-hiking/hikes/tucannon-river
Tuck and Robin Lakes,Snoqualmie Region,16,roundtrip,2900,6300,4.24,29,47.5442537,-121.0970237,11/1/20,302,https://www.wta.org/go-hiking/hikes/robin-lakes
Tucker Creek,South Cascades,,,,,3.25,4,,,,0,https://www.wta.org/go-hiking/hikes/tucker-creek
Tumac Mountain,South Cascades,4,roundtrip,2304,6340,3.5,6,,,9/5/20,21,https://www.wta.org/go-hiking/hikes/tumac-mountain
Tumac Mountain Loop,Mount Rainier Area,13.5,roundtrip,2400,6340,0,0,,,10/21/18,2,https://www.wta.org/go-hiking/hikes/tumac-mountain-loop
Tumwater Botanical Area,Central Cascades,2,roundtrip,600,2268,5,2,47.65237032,-120.7253195,6/7/20,18,https://www.wta.org/go-hiking/hikes/tumwater-botanical-area
Tumwater Campground Snowshoe,Central Cascades,,,,2050,2.5,2,47.67802776,-120.7324077,1/21/19,3,https://www.wta.org/go-hiking/hikes/tumwater-campground-snowshoe
Tumwater Falls Park,Olympic Peninsula,0.5,roundtrip,30,150,4.14,7,47.01409641,-122.9044946,2/18/20,27,https://www.wta.org/go-hiking/hikes/tumwater-falls-park
Tumwater Hill Park,Olympic Peninsula,1.5,roundtrip,,,0,0,47.01567544,-122.9231782,1/27/19,1,https://www.wta.org/go-hiking/hikes/tumwater-hill-park
Tumwater Pipeline Trail,Central Cascades,2.4,roundtrip,100,1400,3.5,6,47.58706667,-120.7076,3/12/21,75,https://www.wta.org/go-hiking/hikes/tumwater-pipeline-trail
Tungsten,North Cascades,6.2,one-way,2100,6800,3,5,,,8/9/20,22,https://www.wta.org/go-hiking/hikes/tungsten
Tunnel,Eastern Washington,,,,,2.75,4,,,,0,https://www.wta.org/go-hiking/hikes/tunnel
Tunnel Creek,Central Cascades,1.6,one-way,1300,4400,3.67,6,47.70942256,-121.1065382,9/7/20,80,https://www.wta.org/go-hiking/hikes/tunnel-creek
Tunnel Creek,Olympic Peninsula,9.4,roundtrip,2450,4500,3.69,13,47.78153333,-123.0521167,3/26/21,193,https://www.wta.org/go-hiking/hikes/tunnel-creek-1
Tunnel Creek - Dosewallips Trailhead,Olympic Peninsula,6.4,roundtrip,4550,5050,4,5,47.73890533,-123.0735811,3/21/21,52,https://www.wta.org/go-hiking/hikes/tunnel-creek-dosewallips-trailhead
Tupshin Peak,Central Cascades,,,,8340,0,0,48.297081,-120.750377,7/31/15,1,https://www.wta.org/go-hiking/hikes/tupshin-peak
Turkey Creek,Eastern Washington,8,roundtrip,2060,5300,4.25,4,,,7/23/19,11,https://www.wta.org/go-hiking/hikes/turkey-creek
Turn Point Lighthouse,Puget Sound and Islands,6,roundtrip,280,300,5,2,48.67648847,-123.2044558,9/2/19,5,https://www.wta.org/go-hiking/hikes/turn-point-lighthouse
Turnbull National Wildlife Refuge,Eastern Washington,5.5,roundtrip,,2300,3.62,8,47.4168332,-117.5311128,9/15/20,18,https://www.wta.org/go-hiking/hikes/turnbull-national-wildlife-refuge
Turquoise Lake,Central Cascades,,,,,3.75,4,,,7/13/98,1,https://www.wta.org/go-hiking/hikes/turquoise-lake
Turtleback Mountain Preserve: Ship Peak Loop,Puget Sound and Islands,2.9,roundtrip,860,931,4.5,4,48.641583,-122.977067,3/12/21,60,https://www.wta.org/go-hiking/hikes/turtleback-mountain-preserve-ship-peak-loop
Turtleback Mountain Preserve: Turtlehead Summit,Puget Sound and Islands,5.7,roundtrip,1295,1025,5,2,48.66721485,-122.9470754,3/2/21,21,https://www.wta.org/go-hiking/hikes/turtleback-mountain-preserve-turtlehead-summit
Twanoh State Park,Olympic Peninsula,2.3,roundtrip,375,400,3.77,13,47.3774,-122.97385,3/9/21,57,https://www.wta.org/go-hiking/hikes/twanoh-state-park
Twenty Lakes Basin,North Cascades,,,,,4,1,,,8/14/10,1,https://www.wta.org/go-hiking/hikes/20-lakes-basin
Twenty Mile Creek,North Cascades,,,,,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/twenty-mile-creek
Twin Falls,Snoqualmie Region,2.6,roundtrip,500,1000,4.14,201,47.44234047,-121.6853428,3/27/21,1088,https://www.wta.org/go-hiking/hikes/twin-falls-state-park
Twin Firs Loop,Mount Rainier Area,0.5,roundtrip,50,2550,3.12,8,46.73436667,-121.8387833,3/14/21,22,https://www.wta.org/go-hiking/hikes/twin-firs-loop
Twin Harbors State Park,Olympic Peninsula,,,,,0,0,,,2/20/21,4,https://www.wta.org/go-hiking/hikes/twin-harbors-state-park
Twin Lakes,Eastern Washington,9.25,roundtrip,800,2200,3,2,47.53118346,-118.5058415,3/6/21,7,https://www.wta.org/go-hiking/hikes/twin-lakes-3
Twin Lakes (North Cascades),North Cascades,,,,,2.25,8,48.94348333,-121.6624667,11/22/20,41,https://www.wta.org/go-hiking/hikes/twin-lakes-2
Twin Lakes (Wenatchee),Central Cascades,6,roundtrip,1000,2850,3,8,47.92053333,-120.8948833,3/5/21,124,https://www.wta.org/go-hiking/hikes/twin-lakes-1
Twin Lakes - Monte Cristo,North Cascades,17.2,roundtrip,2939,5300,5,2,48.02513287,-121.443728,9/5/20,81,https://www.wta.org/go-hiking/hikes/twin-lakes-monte-cristo
Twin Lakes Snowshoe,Snoqualmie Region,8,roundtrip,400,3100,1,2,47.38297629,-121.3928028,1/28/21,19,https://www.wta.org/go-hiking/hikes/twin-lakes-snowshoe
Twin Lakes and Mount Pickett,Puget Sound and Islands,7.6,roundtrip,915,1749,0,0,48.655033,-122.818833,3/15/20,10,https://www.wta.org/go-hiking/hikes/mount-pickett
Twin Peaks,South Cascades,,,,,4,4,47.38207909,-120.4432869,4/15/17,3,https://www.wta.org/go-hiking/hikes/twin-peaks
Twin Peaks (Horse Lake Mountain),Central Washington,,,,,3.8,5,47.3899912,-120.4246594,3/20/21,27,https://www.wta.org/go-hiking/hikes/twin-peaks-horse-lake-mountain
Twin Ponds Park,Puget Sound and Islands,1.25,roundtrip,45,340,2.5,2,47.73875077,-122.3343626,7/3/20,4,https://www.wta.org/go-hiking/hikes/twin-ponds-park
Twin Sisters Lakes,Mount Rainier Area,4.4,roundtrip,900,5200,3.58,12,46.75205,-121.36155,8/22/20,94,https://www.wta.org/go-hiking/hikes/twin-sisters
Twin Sisters Rock,Eastern Washington,1,roundtrip,200,500,4,5,46.0426443,-118.9403744,5/25/20,30,https://www.wta.org/go-hiking/hikes/twin-sisters-rock
Twisp Pass,North Cascades,9,roundtrip,2460,6064,3.83,12,48.45856667,-120.56755,10/3/20,96,https://www.wta.org/go-hiking/hikes/twisp-pass
Twisp Pass via Dagger Lake,North Cascades,15.2,roundtrip,2420,6060,0,0,48.504973,-120.719054,10/6/20,4,https://www.wta.org/go-hiking/hikes/twisp-pass-via-dagger-lake
Twisp River,North Cascades,,,,,2.6,5,,,5/10/19,12,https://www.wta.org/go-hiking/hikes/twisp-river
Twisp River Rearing Ponds,North Cascades,1,roundtrip,,,4,1,48.36572439,-120.1322637,10/11/20,5,https://www.wta.org/go-hiking/hikes/twisp-river-rearing-ponds
Two Dollar Trail,Puget Sound and Islands,3.4,roundtrip,550,1100,4.67,3,48.67522,-122.4833,3/27/21,43,https://www.wta.org/go-hiking/hikes/two-dollar-trail
Two Lakes,South Cascades,,,,,3,4,,,9/1/18,4,https://www.wta.org/go-hiking/hikes/two-lakes
Two Little Lakes,Central Cascades,,,,,1.33,3,,,,0,https://www.wta.org/go-hiking/hikes/two-little-lakes
Tyee Lookout,Central Cascades,8.5,roundtrip,2160,6640,4,2,47.837,-120.4827,9/25/20,11,https://www.wta.org/go-hiking/hikes/tyee-lookout
Tyler Peak Trail,Olympic Peninsula,,,3000,6364,0,0,47.882321,-123.14357,12/6/20,17,https://www.wta.org/go-hiking/hikes/tyler-peak-trail
UW Bothell-Cascadia Community College Wetlands,Puget Sound and Islands,1,roundtrip,,,1,1,,,12/23/19,3,https://www.wta.org/go-hiking/hikes/uw-bothell-cascadia-community-college-wetlands
Ueland Tree Farm,Olympic Peninsula,7,trails,,,4,1,47.57942072,-122.7194309,2/24/21,24,https://www.wta.org/go-hiking/hikes/ueland-tree-farm
Ugly Duckling 5140',Snoqualmie Region,,,,,1,2,,,6/27/20,4,https://www.wta.org/go-hiking/hikes/ugly-duckling-5140
Ulalach Peak,North Cascades,8.5,roundtrip,4150,,0,0,,,6/6/15,1,https://www.wta.org/go-hiking/hikes/ulalach-peak
Umatilla Rim Trail,Eastern Washington,13.5,one-way,2050,4450,0,0,45.70664006,-118.0377236,9/20/20,2,https://www.wta.org/go-hiking/hikes/umatilla-rim-trail
Umtanum Creek Canyon,Central Washington,6.5,roundtrip,500,1800,3.61,28,46.855402,-120.4833019,3/21/21,330,https://www.wta.org/go-hiking/hikes/umtanum-creek-canyon
Umtanum Creek Falls,Central Washington,3,roundtrip,700,2000,3.64,14,46.8996276,-120.6434588,3/21/21,119,https://www.wta.org/go-hiking/hikes/umtanum-creek-falls
Umtanum Ridge Crest,Central Washington,6,roundtrip,2400,3480,3.77,13,46.8554,-120.4829,3/21/21,191,https://www.wta.org/go-hiking/hikes/umtanum-ridge-crest
Unicorn Peak,Mount Rainier Area,4.8,roundtrip,2397,6971,3,5,46.76775012,-121.7071266,7/20/20,15,https://www.wta.org/go-hiking/hikes/unicorn-creek-1
Union Bay Nature Area,Puget Sound and Islands,1.5,roundtrip,,,2.75,4,47.6579868,-122.290565,3/13/21,28,https://www.wta.org/go-hiking/hikes/union-bay-nature-area
